variant,case,trace_sha256,gpu_uuid,mode,planned,completed,errors,client_pass,server_pass,token_accounting_pass,duration_s,planned_duration_s,last_arrival_s,overhang_s,output_tok_s,input_tok_s,request_throughput,offered_request_throughput,offered_input_tok_s,offered_output_tok_s,actual_input_tokens,actual_output_tokens,osl_mismatch,schedule_degraded,schedule_lag_p99_ms,effective_concurrency_max,max_running,max_waiting,cache_hit_pct,prefix_counter_hit_pct,max_kv_cache_usage_pct,kv_capacity_tokens,preemptions,metrics_max_gap_s,final_running,final_waiting,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,itl_p50_ms,itl_p95_ms,itl_p99_ms,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms
before,before-long,680e526d49545258c0ca5b635d0004a44cce2ce990d533ac32024cefee1f0170,GPU-14379c29-e601-fc6d-b27c-4fd778ab772a,align,3643,3638,5,False,True,False,1091.98421888,600.0,599.999,491.98421888000007,580.5607264026286,27841.70881091637,3.3315034775238694,6.071666666666666,50864.121666666666,1072.2916666666667,30403131,633972,0.0,1.0,350400.80052479997,512.0,256.0,259.0,37.29658936602254,37.29658936602254,39.170766753597476,1623843,0.0,1.027021094,0.0,0.0,71594.088058,94388.62881209992,99997.64085571001,412.0090977222222,1169.8670479999998,1284.2817209733334,90118.1319105,301989.05873249995,388399.08224504004
candidate,candidate-long,680e526d49545258c0ca5b635d0004a44cce2ce990d533ac32024cefee1f0170,GPU-14379c29-e601-fc6d-b27c-4fd778ab772a,align,3643,3638,5,False,True,False,1032.725983488,600.0,599.999,432.7259834880001,613.8726117781426,29439.233015342972,3.5226611926849816,6.071666666666666,50864.121666666666,1072.2916666666667,30403131,633972,0.0,1.0,294097.00747264,512.0,256.0,260.0,37.27142729179481,37.27142729179481,39.42558454244822,1623843,0.0,1.001914998,0.0,0.0,67555.397807,90108.40270355,95896.01272638,385.8824205941176,716.2695484999999,995.5557995000004,84309.9469965,282323.43964304985,367122.7911369608
