mode,topology,speedup,case,source_directory,source_commit,trace_sha256,cache_salt,measured_start_utc,measured_end_utc,active_gpus,planned,completed,errors,arrival_span_s,offered_req_s,offered_input_tok_s,offered_output_tok_s,achieved_req_s,achieved_input_tok_s,achieved_output_tok_s,output_tok_s_per_active_gpu,actual_prompt_tokens,actual_output_tokens,measured_duration_s,overhang_from_first_send_s,schedule_lag_p99_ms,schedule_degraded,concurrency_max,client_pass,token_accounting_pass,server_pass,transfer_pass,drained,diagnostic,manifest_sha256,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,itl_p50_ms,itl_p95_ms,itl_p99_ms,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms
fast,standalone,1.2,standalone-fast-r1-long500s,fast-mooncake-f1p2-20260908,8c74b459542ff6b03cab9f355daabc47e80990b5,5317e2301656c7d5441bbd63e58b7e8b9d3d445e0118729cd7fde0b8717b960c,fast-mooncake-f1p2-20260908-standalone-fast-r1-long500s,2026-09-08T09:23:58+00:00,2026-09-08T09:32:59+00:00,1,3643,3642,1,499.99916666666667,7.286012143353572,61037.04772841288,1286.7521445869077,6.736794099521463,56456.66524058113,1190.065221262665,1190.065221262665,30521220.0,643365.0,540.5971056640001,40.59793907483419,10.071142400000001,0.0,362.0,False,False,True,True,True,True,ce856600e2cb8747bc0942f9d50d08e0bbc19be0c658c4c4de7a01c6de7c030c,2108.6206345,10222.0835218,13205.79853035,154.90471091044773,338.66363759999996,510.48636079999994,9327.9695485,98452.09386894995,138930.18771243005
fast,pd,1.2,pd-fast-r1-long500s,fast-mooncake-f1p2-20260908,8c74b459542ff6b03cab9f355daabc47e80990b5,5317e2301656c7d5441bbd63e58b7e8b9d3d445e0118729cd7fde0b8717b960c,fast-mooncake-f1p2-20260908-pd-fast-r1-long500s,2026-09-08T09:43:22+00:00,2026-09-08T09:51:59+00:00,2,3643,3643,0,499.99916666666667,7.286012143353572,61037.04772841288,1286.7521445869077,7.048321644471528,59052.91086268613,1244.7746192730908,622.3873096365454,30522125.0,643375.0,516.84795264,16.848785937627156,7.861079039999996,0.0,108.0,True,True,True,True,True,True,954deb0940c9c2d246ce65e6699d0a2246fc885c2d7f235a6556fa14ddd787b4,2598.9669329999997,5274.002716099999,6247.282537939999,20.299657110981585,24.332411832603167,25.9703345,4368.544492,16094.884797199978,22738.758027259995
